,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
10216,58,retired,married,primary,no,5092,no,no,unknown,11,jun,199,6,-1,0,unknown,no
38655,32,blue-collar,single,secondary,no,574,yes,no,cellular,15,may,51,4,-1,0,unknown,no
36717,48,admin.,married,secondary,no,315,yes,no,cellular,12,may,165,1,-1,0,unknown,no
15188,35,technician,married,secondary,no,-67,yes,no,cellular,17,jul,160,6,-1,0,unknown,no
5151,33,admin.,married,secondary,no,1499,yes,no,unknown,21,may,144,2,-1,0,unknown,no
21559,57,retired,married,tertiary,no,31,no,no,cellular,19,aug,260,2,-1,0,unknown,no
18265,45,management,divorced,secondary,no,51,yes,no,cellular,31,jul,67,8,-1,0,unknown,no
34218,42,admin.,single,secondary,no,1451,yes,no,cellular,4,may,251,4,-1,0,unknown,yes
40948,45,unemployed,divorced,primary,yes,11,no,no,cellular,13,aug,489,5,-1,0,unknown,yes
28610,38,management,married,tertiary,no,358,no,no,cellular,29,jan,151,2,-1,0,unknown,no
29955,41,blue-collar,married,unknown,no,402,yes,no,cellular,4,feb,604,1,204,2,failure,no
20967,33,technician,married,secondary,no,620,no,no,cellular,14,aug,106,2,-1,0,unknown,no
30602,37,services,single,primary,no,0,no,yes,cellular,6,feb,155,6,245,5,other,no
38930,38,blue-collar,single,primary,no,378,yes,no,cellular,18,may,169,1,-1,0,unknown,no
32506,54,blue-collar,married,primary,no,1895,yes,no,cellular,17,apr,345,1,-1,0,unknown,no
16464,30,admin.,single,tertiary,no,536,yes,no,cellular,23,jul,81,1,-1,0,unknown,no
36412,33,technician,single,secondary,no,3499,yes,no,cellular,11,may,143,3,356,1,other,no
12509,35,retired,single,secondary,no,527,no,yes,unknown,2,jul,348,3,-1,0,unknown,no
32682,54,admin.,married,secondary,no,426,yes,no,cellular,17,apr,74,2,323,1,failure,no
15887,33,admin.,single,secondary,no,585,yes,no,cellular,21,jul,147,5,-1,0,unknown,no
27022,36,admin.,divorced,tertiary,no,289,yes,yes,cellular,21,nov,73,4,-1,0,unknown,no
11334,48,unknown,married,unknown,no,2261,no,no,unknown,18,jun,445,3,-1,0,unknown,no
15851,29,blue-collar,married,primary,no,544,no,yes,cellular,21,jul,121,4,-1,0,unknown,no
32664,44,blue-collar,married,primary,no,228,yes,no,cellular,17,apr,273,1,343,1,other,no
41902,72,retired,married,primary,no,1388,no,no,telephone,20,oct,513,1,-1,0,unknown,yes
24446,53,management,divorced,tertiary,no,5187,no,yes,cellular,17,nov,560,2,-1,0,unknown,no
19908,32,management,single,tertiary,no,28,no,no,cellular,8,aug,111,2,-1,0,unknown,no
45111,64,retired,married,primary,no,445,no,no,cellular,26,oct,338,3,186,1,other,no
16800,44,blue-collar,married,primary,no,658,yes,no,telephone,24,jul,236,2,-1,0,unknown,no
31807,32,management,single,tertiary,no,1781,no,no,cellular,8,apr,321,1,-1,0,unknown,yes
23345,51,services,married,secondary,no,7,no,no,cellular,27,aug,18,18,-1,0,unknown,no
29279,41,services,divorced,secondary,no,-376,yes,no,cellular,2,feb,421,3,238,9,other,no
40553,45,unemployed,single,primary,no,8725,no,no,cellular,8,jul,286,2,-1,0,unknown,no
37169,28,admin.,single,secondary,no,207,yes,no,cellular,13,may,329,1,-1,0,unknown,no
2880,42,blue-collar,single,secondary,no,24,no,no,unknown,14,may,229,1,-1,0,unknown,no
29614,24,admin.,single,secondary,no,172,no,no,cellular,3,feb,114,1,-1,0,unknown,no
12108,43,management,single,secondary,no,2968,no,no,unknown,20,jun,30,4,-1,0,unknown,no
26604,31,blue-collar,married,secondary,no,10287,yes,no,cellular,20,nov,293,1,-1,0,unknown,no
36103,37,blue-collar,divorced,primary,no,511,yes,no,telephone,11,may,42,1,-1,0,unknown,no
35183,39,management,single,tertiary,no,968,yes,no,cellular,7,may,59,1,258,6,failure,no
41173,32,management,married,tertiary,no,1270,no,no,cellular,19,aug,232,3,-1,0,unknown,yes
25262,37,technician,married,secondary,no,712,yes,no,cellular,18,nov,291,2,-1,0,unknown,no
23827,32,technician,single,secondary,yes,-1,no,no,cellular,29,aug,185,2,-1,0,unknown,no
11290,40,technician,married,tertiary,no,4396,no,no,unknown,18,jun,1195,2,-1,0,unknown,no
28288,46,admin.,divorced,secondary,no,660,yes,no,cellular,29,jan,1026,1,259,2,failure,no
28126,32,management,single,tertiary,no,4638,no,no,cellular,29,jan,180,1,-1,0,unknown,no
40857,44,self-employed,divorced,tertiary,no,1070,yes,no,cellular,12,aug,137,2,104,3,success,yes
23090,30,technician,single,secondary,no,7,no,no,cellular,26,aug,75,4,-1,0,unknown,no
22699,46,blue-collar,married,primary,no,575,no,no,cellular,25,aug,129,3,-1,0,unknown,no
15034,55,retired,divorced,secondary,no,138,no,no,cellular,17,jul,205,1,-1,0,unknown,no
19857,52,unemployed,married,secondary,no,2142,no,no,cellular,8,aug,104,2,-1,0,unknown,no
2013,50,services,married,secondary,no,107,yes,no,unknown,9,may,71,4,-1,0,unknown,no
21446,45,technician,married,tertiary,no,121,no,no,cellular,18,aug,835,4,-1,0,unknown,no
15963,34,management,single,tertiary,no,27,no,yes,cellular,22,jul,255,1,-1,0,unknown,no
35417,33,blue-collar,married,secondary,no,478,yes,no,cellular,7,may,349,1,338,1,failure,no
42111,35,self-employed,single,tertiary,no,5462,no,no,cellular,2,nov,188,1,186,1,success,yes
42803,26,technician,single,secondary,no,2002,no,no,cellular,29,jan,146,1,-1,0,unknown,yes
38178,51,blue-collar,divorced,secondary,no,113,no,no,cellular,15,may,71,3,-1,0,unknown,no
30070,29,admin.,married,secondary,no,0,yes,yes,cellular,4,feb,376,2,229,3,other,no
10140,42,self-employed,married,tertiary,no,1202,no,no,unknown,11,jun,40,1,-1,0,unknown,no
20047,31,technician,single,secondary,no,2846,no,no,cellular,8,aug,174,3,-1,0,unknown,no
19805,50,blue-collar,married,primary,no,1064,yes,no,cellular,8,aug,31,2,-1,0,unknown,no
28233,54,retired,divorced,tertiary,no,294,yes,no,cellular,29,jan,89,1,-1,0,unknown,no
31260,59,management,married,unknown,no,8674,no,no,cellular,5,mar,64,1,-1,0,unknown,no
37382,52,blue-collar,married,secondary,no,5828,yes,no,telephone,13,may,276,2,-1,0,unknown,no
597,30,blue-collar,married,secondary,no,450,no,no,unknown,6,may,526,2,-1,0,unknown,no
24118,34,technician,single,secondary,no,1866,no,no,cellular,4,nov,95,1,-1,0,unknown,no
28942,60,admin.,divorced,secondary,no,4519,no,no,cellular,2,feb,152,1,-1,0,unknown,no
10347,50,blue-collar,married,primary,no,260,yes,no,unknown,12,jun,237,1,-1,0,unknown,no
18469,46,services,single,secondary,no,389,no,no,telephone,31,jul,46,4,-1,0,unknown,no
10047,47,technician,divorced,secondary,no,450,no,no,unknown,11,jun,40,5,-1,0,unknown,no
17510,32,blue-collar,single,primary,no,882,no,yes,cellular,29,jul,80,8,-1,0,unknown,no
24214,54,blue-collar,married,primary,no,69,no,no,cellular,17,nov,71,1,-1,0,unknown,no
1935,27,services,single,secondary,no,683,yes,no,unknown,9,may,44,3,-1,0,unknown,no
15493,37,blue-collar,single,secondary,no,2580,yes,no,cellular,18,jul,300,3,-1,0,unknown,no
5930,36,services,married,secondary,no,1746,yes,no,unknown,26,may,99,1,-1,0,unknown,no
12181,40,student,married,secondary,no,260,no,no,unknown,20,jun,197,6,-1,0,unknown,no
1778,27,admin.,single,secondary,no,662,yes,no,unknown,9,may,544,1,-1,0,unknown,no
36324,41,services,married,secondary,no,1319,yes,no,cellular,11,may,305,1,-1,0,unknown,no
37094,37,services,single,secondary,no,-111,yes,no,cellular,13,may,147,4,-1,0,unknown,no
15223,26,student,single,tertiary,yes,47,no,yes,cellular,17,jul,257,2,-1,0,unknown,no
8876,41,services,married,secondary,no,241,yes,yes,unknown,4,jun,144,1,-1,0,unknown,no
22789,31,management,single,tertiary,no,0,no,no,cellular,25,aug,9,12,-1,0,unknown,no
41888,56,management,single,unknown,no,111,no,no,cellular,19,oct,79,1,186,1,failure,no
33952,52,management,single,tertiary,no,2290,no,no,cellular,30,apr,195,2,268,2,other,no
40110,50,management,single,secondary,no,431,no,no,telephone,4,jun,180,2,-1,0,unknown,no
5424,49,management,married,unknown,no,383,yes,no,unknown,23,may,290,3,-1,0,unknown,no
12092,42,technician,married,secondary,no,2980,no,no,unknown,20,jun,101,3,-1,0,unknown,no
19452,39,technician,married,tertiary,no,94,no,no,cellular,7,aug,70,2,-1,0,unknown,no
36260,38,entrepreneur,single,primary,no,154,yes,no,cellular,11,may,197,1,-1,0,unknown,no
23839,49,management,married,tertiary,no,0,no,no,cellular,29,aug,102,2,-1,0,unknown,no
36401,36,technician,married,tertiary,no,1473,yes,yes,cellular,11,may,206,2,-1,0,unknown,no
20898,33,technician,married,secondary,no,3,no,no,cellular,13,aug,212,3,-1,0,unknown,no
19547,33,technician,married,secondary,no,277,no,no,cellular,7,aug,155,2,-1,0,unknown,no
34945,27,technician,single,secondary,no,2,yes,yes,cellular,6,may,554,2,356,1,failure,yes
143,37,blue-collar,married,secondary,no,37,yes,no,unknown,5,may,204,1,-1,0,unknown,no
6091,36,blue-collar,married,secondary,no,-185,yes,no,unknown,27,may,163,2,-1,0,unknown,no
32011,33,blue-collar,married,secondary,no,91,yes,no,cellular,14,apr,283,2,-1,0,unknown,no
20010,48,blue-collar,married,secondary,no,2083,no,no,cellular,8,aug,88,3,-1,0,unknown,no
14616,34,services,married,secondary,no,29,yes,no,cellular,15,jul,387,5,-1,0,unknown,no
22863,56,services,married,secondary,no,17,no,yes,cellular,25,aug,342,5,-1,0,unknown,no
36628,38,services,married,secondary,no,1616,yes,no,telephone,12,may,168,5,288,3,failure,no
32969,31,blue-collar,married,secondary,no,505,yes,no,cellular,17,apr,218,4,329,2,other,no
13471,47,blue-collar,married,secondary,no,690,yes,no,cellular,9,jul,113,1,-1,0,unknown,no
7768,32,admin.,divorced,tertiary,no,-127,yes,no,unknown,30,may,288,4,-1,0,unknown,no
44328,33,blue-collar,married,secondary,no,0,yes,no,unknown,29,jul,331,1,-1,0,unknown,no
32216,29,admin.,divorced,secondary,no,589,yes,no,telephone,16,apr,262,6,316,1,other,no
36562,39,services,married,secondary,no,25,yes,yes,cellular,12,may,658,1,351,3,failure,yes
20857,34,technician,married,secondary,no,0,yes,yes,telephone,13,aug,60,2,-1,0,unknown,no
38872,30,technician,single,secondary,no,120,yes,no,cellular,18,may,74,1,-1,0,unknown,no
3474,39,technician,married,primary,no,644,yes,no,unknown,15,may,110,1,-1,0,unknown,no
37959,51,blue-collar,married,secondary,no,814,yes,no,cellular,14,may,17,8,-1,0,unknown,no
11527,55,retired,married,primary,no,868,no,no,unknown,19,jun,207,1,-1,0,unknown,no
13867,36,blue-collar,married,secondary,no,580,no,no,cellular,10,jul,633,1,-1,0,unknown,no
884,37,management,single,tertiary,yes,45,yes,no,unknown,7,may,204,1,-1,0,unknown,no
7108,36,technician,single,unknown,no,0,yes,no,unknown,29,may,148,1,-1,0,unknown,no
41571,47,technician,divorced,secondary,no,1013,no,no,cellular,15,sep,170,1,92,3,failure,yes
11337,36,blue-collar,married,primary,no,946,yes,no,unknown,18,jun,255,3,-1,0,unknown,no
29482,44,unemployed,married,primary,no,1617,no,no,telephone,3,feb,56,1,-1,0,unknown,no
1066,44,entrepreneur,married,primary,no,58,yes,no,unknown,7,may,113,3,-1,0,unknown,no
20447,40,housemaid,married,secondary,no,1050,no,no,cellular,12,aug,117,2,-1,0,unknown,no
36574,36,blue-collar,single,secondary,no,168,yes,no,telephone,12,may,52,1,-1,0,unknown,no
13477,41,admin.,married,primary,no,4488,yes,no,cellular,9,jul,321,1,-1,0,unknown,no
17942,55,management,married,primary,no,3293,no,no,telephone,30,jul,64,2,-1,0,unknown,no
8298,51,blue-collar,married,unknown,no,0,no,no,unknown,2,jun,61,7,-1,0,unknown,no
35930,39,management,divorced,primary,no,516,yes,no,cellular,8,may,207,2,-1,0,unknown,no
43681,31,technician,single,secondary,no,1282,no,no,cellular,12,may,144,1,460,2,failure,no
4811,35,admin.,married,secondary,no,498,yes,no,unknown,21,may,248,1,-1,0,unknown,no
26947,35,unemployed,divorced,tertiary,no,8903,yes,no,cellular,21,nov,336,6,-1,0,unknown,no
16105,58,admin.,divorced,secondary,no,74,yes,no,telephone,22,jul,514,11,-1,0,unknown,no
5269,30,technician,married,secondary,no,207,yes,no,unknown,23,may,72,2,-1,0,unknown,no
14884,32,management,divorced,tertiary,no,219,yes,no,cellular,16,jul,111,1,-1,0,unknown,no
19962,47,management,single,tertiary,no,275,no,no,cellular,8,aug,82,2,-1,0,unknown,no
31984,48,blue-collar,married,primary,no,3752,yes,no,cellular,13,apr,215,5,-1,0,unknown,no
20799,42,management,married,tertiary,no,0,no,no,cellular,13,aug,325,2,-1,0,unknown,no
23367,32,technician,single,secondary,no,5118,yes,no,cellular,27,aug,263,12,-1,0,unknown,no
37628,37,management,single,tertiary,no,833,yes,no,cellular,14,may,212,1,-1,0,unknown,no
23130,38,technician,married,secondary,no,257,no,no,cellular,26,aug,57,10,-1,0,unknown,no
9223,59,blue-collar,married,primary,no,8562,no,no,unknown,5,jun,86,2,-1,0,unknown,no
35698,32,unemployed,single,secondary,no,747,yes,no,cellular,8,may,130,2,-1,0,unknown,no
11160,43,management,married,tertiary,no,657,no,no,unknown,18,jun,367,1,-1,0,unknown,no
1336,43,technician,married,tertiary,no,2331,yes,no,unknown,8,may,364,4,-1,0,unknown,no
13769,28,blue-collar,single,secondary,yes,0,no,yes,cellular,10,jul,165,1,-1,0,unknown,no
36692,51,blue-collar,married,secondary,no,518,yes,no,cellular,12,may,918,1,-1,0,unknown,yes
27326,59,management,married,tertiary,no,833,yes,yes,cellular,21,nov,311,1,-1,0,unknown,no
36999,31,admin.,single,tertiary,no,253,yes,no,cellular,13,may,82,5,355,4,failure,no
24375,59,retired,married,tertiary,no,135,yes,no,unknown,17,nov,94,1,-1,0,unknown,no
45122,40,entrepreneur,single,tertiary,no,262,yes,yes,unknown,26,oct,17,1,-1,0,unknown,no
9381,26,admin.,married,secondary,no,710,yes,yes,unknown,6,jun,1276,2,-1,0,unknown,yes
38114,28,student,single,secondary,no,293,no,no,cellular,15,may,194,3,-1,0,unknown,no
21991,32,management,married,tertiary,no,7743,no,no,cellular,20,aug,358,3,-1,0,unknown,no
44495,44,entrepreneur,married,tertiary,no,121,no,no,cellular,10,aug,412,1,-1,0,unknown,yes
4233,52,admin.,single,secondary,no,-346,yes,yes,unknown,19,may,147,3,-1,0,unknown,no
15086,26,self-employed,single,tertiary,no,82,yes,no,cellular,17,jul,200,1,-1,0,unknown,no
24837,36,blue-collar,married,unknown,no,722,yes,no,cellular,18,nov,242,1,182,2,failure,no
217,53,unemployed,married,unknown,no,13,no,no,unknown,5,may,410,3,-1,0,unknown,no
37886,36,blue-collar,married,secondary,no,1049,yes,no,cellular,14,may,224,4,-1,0,unknown,yes
14153,29,management,single,tertiary,no,983,yes,no,cellular,11,jul,963,2,-1,0,unknown,yes
40376,19,student,single,secondary,no,1803,no,no,cellular,23,jun,124,1,105,1,failure,no
25325,49,blue-collar,married,primary,no,-14,yes,no,cellular,18,nov,115,2,-1,0,unknown,no
8554,24,blue-collar,single,unknown,no,431,yes,no,unknown,3,jun,108,12,-1,0,unknown,no
1316,44,blue-collar,single,secondary,no,36,yes,no,unknown,8,may,712,1,-1,0,unknown,no
2834,53,technician,married,secondary,no,8417,yes,no,unknown,14,may,435,1,-1,0,unknown,no
33656,52,admin.,divorced,secondary,no,725,yes,no,cellular,20,apr,57,3,325,1,other,no
5901,49,admin.,divorced,secondary,no,283,yes,no,unknown,26,may,614,2,-1,0,unknown,no
13371,41,services,divorced,secondary,no,0,yes,no,cellular,9,jul,126,1,-1,0,unknown,no
12669,44,technician,married,tertiary,no,1146,no,no,cellular,4,jul,178,2,-1,0,unknown,no
1389,39,blue-collar,single,secondary,no,82,yes,no,unknown,8,may,147,5,-1,0,unknown,no
42759,73,retired,married,primary,no,279,no,no,cellular,28,jan,399,3,-1,0,unknown,yes
33542,28,technician,married,tertiary,no,2925,yes,no,cellular,20,apr,81,4,-1,0,unknown,no
18799,29,management,married,tertiary,yes,53,yes,no,cellular,31,jul,27,17,-1,0,unknown,no
4204,54,admin.,divorced,secondary,no,912,yes,no,unknown,19,may,258,1,-1,0,unknown,no
10769,35,management,single,tertiary,no,1374,no,no,unknown,17,jun,45,2,-1,0,unknown,no
726,42,services,divorced,secondary,no,55,yes,no,unknown,6,may,176,5,-1,0,unknown,no
12596,39,blue-collar,married,primary,no,192,no,no,unknown,4,jul,433,1,-1,0,unknown,no
39990,26,technician,single,secondary,no,1231,yes,no,cellular,3,jun,385,2,96,5,success,yes
609,32,services,married,secondary,no,243,yes,yes,unknown,6,may,144,1,-1,0,unknown,no
32766,51,blue-collar,married,secondary,no,528,yes,no,cellular,17,apr,324,3,-1,0,unknown,no
36728,32,blue-collar,married,secondary,no,1787,yes,no,cellular,12,may,87,4,357,4,failure,no
26882,36,unemployed,single,primary,no,0,no,no,telephone,20,nov,47,3,-1,0,unknown,no
659,38,management,married,unknown,no,1349,yes,no,unknown,6,may,100,1,-1,0,unknown,no
27008,45,admin.,divorced,secondary,no,2519,no,no,cellular,21,nov,470,1,-1,0,unknown,no
24041,43,management,married,tertiary,no,0,no,no,telephone,17,oct,147,1,-1,0,unknown,no
13936,54,technician,married,secondary,no,-315,no,yes,cellular,10,jul,2029,1,-1,0,unknown,yes
6781,29,technician,single,secondary,yes,-397,yes,no,unknown,28,may,114,1,-1,0,unknown,no
9353,27,services,single,secondary,no,482,yes,no,unknown,6,jun,220,2,-1,0,unknown,no
20097,34,technician,married,secondary,no,50,no,no,cellular,11,aug,106,3,-1,0,unknown,no
32817,36,technician,single,secondary,yes,-487,yes,no,cellular,17,apr,1080,1,-1,0,unknown,yes
38966,36,admin.,married,secondary,no,-294,yes,no,cellular,18,may,148,1,-1,0,unknown,no
8854,30,management,single,tertiary,no,17036,yes,no,unknown,4,jun,597,7,-1,0,unknown,no
14502,35,services,married,secondary,no,819,yes,no,telephone,14,jul,102,14,-1,0,unknown,no
42966,33,management,single,tertiary,no,935,no,no,cellular,9,feb,385,2,92,8,success,yes
7861,32,blue-collar,single,secondary,no,1036,yes,yes,unknown,30,may,62,2,-1,0,unknown,no
3865,44,services,married,secondary,no,0,yes,yes,unknown,16,may,471,2,-1,0,unknown,no
14700,28,admin.,married,secondary,no,317,yes,no,cellular,15,jul,673,2,-1,0,unknown,no
31077,71,retired,married,primary,no,4657,no,no,cellular,16,feb,93,5,-1,0,unknown,yes
2861,40,self-employed,married,primary,no,771,yes,no,unknown,14,may,166,1,-1,0,unknown,no
37594,33,services,single,secondary,no,100,yes,no,cellular,14,may,11,8,297,7,other,no
36569,29,technician,married,secondary,no,1697,yes,no,cellular,12,may,87,4,-1,0,unknown,no
13035,45,services,married,secondary,no,0,no,yes,cellular,8,jul,47,7,-1,0,unknown,no
4402,36,blue-collar,married,secondary,no,4438,yes,no,unknown,20,may,446,1,-1,0,unknown,yes
39371,59,admin.,married,secondary,no,106,no,no,cellular,22,may,186,1,-1,0,unknown,yes
7999,53,blue-collar,married,primary,no,1942,yes,no,unknown,2,jun,185,2,-1,0,unknown,no
36419,25,student,single,primary,no,373,yes,no,cellular,11,may,819,2,-1,0,unknown,yes
33202,29,admin.,single,secondary,no,127,yes,yes,cellular,20,apr,314,1,-1,0,unknown,no
26472,32,blue-collar,married,secondary,no,3166,yes,no,cellular,20,nov,418,3,-1,0,unknown,no
7963,58,retired,married,secondary,no,25,yes,no,unknown,2,jun,132,2,-1,0,unknown,no
3950,40,management,single,secondary,no,192,yes,no,unknown,16,may,71,11,-1,0,unknown,no
44316,82,housemaid,divorced,primary,no,1381,no,no,cellular,28,jul,844,5,181,4,failure,yes
4380,34,self-employed,married,secondary,no,-56,yes,no,unknown,19,may,248,3,-1,0,unknown,no
13559,56,retired,married,primary,no,122,no,yes,cellular,9,jul,145,1,-1,0,unknown,no
12388,46,entrepreneur,married,secondary,no,4,yes,yes,unknown,27,jun,216,1,-1,0,unknown,no
7525,33,blue-collar,married,primary,no,331,yes,no,unknown,30,may,139,3,-1,0,unknown,no
27185,53,entrepreneur,married,unknown,no,352,no,no,cellular,21,nov,199,1,-1,0,unknown,no
3266,46,blue-collar,married,secondary,no,1004,yes,no,unknown,15,may,34,1,-1,0,unknown,no
160,48,services,married,unknown,no,1705,yes,no,unknown,5,may,107,1,-1,0,unknown,no
31073,27,student,single,tertiary,no,3733,yes,no,telephone,13,feb,299,6,-1,0,unknown,yes
25024,37,services,single,secondary,no,54,yes,no,cellular,18,nov,328,2,131,1,failure,no
3873,47,technician,married,tertiary,no,282,yes,no,unknown,16,may,433,1,-1,0,unknown,no
38055,27,services,single,secondary,no,3354,yes,no,cellular,14,may,493,5,-1,0,unknown,no
18039,31,management,married,tertiary,no,18,yes,no,cellular,30,jul,72,19,-1,0,unknown,no
42154,61,management,married,tertiary,no,6016,no,no,cellular,4,nov,199,1,275,3,success,no
20593,60,technician,married,tertiary,no,131,no,no,cellular,12,aug,139,6,-1,0,unknown,no
